번호,종목명,평가액 (억원),자산군 내 비중, 지분율
2793,NH FOODS LTD,17 ,0.00%,0.05%
2794,CHINA MERCHANTS SECURITIES A,17 ,0.00%,0.01%
2795,MONTAGE TECHNOLOGY CO LTD A,17 ,0.00%,0.01%
2796,CHINA YANGTZE POWE REG S,17 ,0.00%,0.00%
2797,HUGO BOSS AG   ORD,17 ,0.00%,0.03%
2798,ARGAN INC,17 ,0.00%,0.27%
2799,PIAGGIO + C. S.P.A.,17 ,0.00%,0.13%
2800,SHANGHAI FUDAN MICROELECT H,17 ,0.00%,0.13%
2801,INCITEC PIVOT LTD,17 ,0.00%,0.03%
2802,ACUITY BRANDS INC,17 ,0.00%,0.03%
2803,TOKAI RIKA CO LTD,17 ,0.00%,0.13%
2804,NATIONAL STORAGE REIT,17 ,0.00%,0.07%
2805,FLAT GLASS GROUP CO LTD H,17 ,0.00%,0.12%
2806,ALTAGAS LTD,17 ,0.00%,0.03%
2807,YUNNAN BAIYAO GROUP CO LTD A,17 ,0.00%,0.01%
2808,MARINEMAX INC,17 ,0.00%,0.20%
2809,VINDA INTERNATIONAL HOLDINGS,17 ,0.00%,0.04%
2810,BEL FUSE INC CL B,17 ,0.00%,0.40%
2811,KINGBOARD LAMINATES HLDG LTD,17 ,0.00%,0.04%
2812,CURTISS WRIGHT CORP,17 ,0.00%,0.02%
2813,PARAGON 28 INC,17 ,0.00%,0.09%
2814,AMC NETWORKS INC A,17 ,0.00%,0.27%
2815,BOE TECHNOLOGY GROUP CO LT A,17 ,0.00%,0.01%
2816,POWER ASSETS HOLDINGS LTD,17 ,0.00%,0.01%
2817,DAI NIPPON PRINTING CO LTD,17 ,0.00%,0.02%
2818,PACK CORP/THE,17 ,0.00%,0.37%
2819,CHEMOMETEC A/S,17 ,0.00%,0.08%
2820,SHAFTESBURY PLC,17 ,0.00%,0.08%
2821,CIA CERVECERIAS UNIDAS SA,17 ,0.00%,0.05%
2822,XI AN TRIANGLE DEFENSE CO  A,17 ,0.00%,0.05%
2823,PHOTRONICS INC,17 ,0.00%,0.13%
2824,WUS PRINTED CIRCUIT KUNSHA A,17 ,0.00%,0.04%
2825,TREEHOUSE FOODS INC,17 ,0.00%,0.05%
2826,DUERR AG,17 ,0.00%,0.06%
2827,TEEKAY TANKERS LTD CLASS A,17 ,0.00%,0.15%
2828,SHOTSPOTTER INC,17 ,0.00%,0.32%
2829,SOUTHWEST AIRLINES CO,17 ,0.00%,0.01%
2830,SOFTWARE SERVICE INC,17 ,0.00%,0.34%
2831,SUZHOU MAXWELL TECHNOLOGIE A,17 ,0.00%,0.01%
2832,TOYO INK SC HOLDINGS CO LTD,17 ,0.00%,0.17%
2833,AVANTAX INC,17 ,0.00%,0.11%
2834,HANGZHOU ROBAM APPLIANCES A,17 ,0.00%,0.03%
2835,WIX.COM LTD,17 ,0.00%,0.03%
2836,TELUS CORP,17 ,0.00%,0.00%
2837,BRF SA,17 ,0.00%,0.08%
2838,MILLERKNOLL INC,17 ,0.00%,0.08%
2839,TRUSCO NAKAYAMA CORP,17 ,0.00%,0.13%
2840,AVARY HOLDING SHENZHEN CO  A,17 ,0.00%,0.01%
2841,QUALYS INC,17 ,0.00%,0.03%
2842,NV5 GLOBAL INC,17 ,0.00%,0.06%
2843,HELEN OF TROY LTD,17 ,0.00%,0.05%
2844,RIOCAN REAL ESTATE INVST TR,17 ,0.00%,0.03%
2845,LUNDIN MINING CORP,17 ,0.00%,0.03%
2846,LUKOIL PJSC,17 ,0.00%,0.00%
2847,SHENZHEN CAPCHEM TECHNOLOG A,17 ,0.00%,0.03%
2848,YAKULT HONSHA CO LTD,17 ,0.00%,0.01%
2849,OLD SECOND BANCORP INC,17 ,0.00%,0.18%
2850,B GRIMM POWER PCL NVDR,16 ,0.00%,0.04%
2851,SHENZHEN DYNANONIC CO LTD A,16 ,0.00%,0.02%
2852,SHENWAN HONGYUAN GROUP CO A,16 ,0.00%,0.01%
2853,CHINA NORTHERN RARE EARTH  A,16 ,0.00%,0.01%
2854,MONRO INC,16 ,0.00%,0.09%
2855,CBIZ INC,16 ,0.00%,0.05%
2856,MARTINREA INTERNATIONAL INC,16 ,0.00%,0.19%
2857,MGP INGREDIENTS INC,16 ,0.00%,0.06%
2858,APPLUS SERVICES SA,16 ,0.00%,0.14%
2859,GUANGZHOU TINCI MATERIALS  A,16 ,0.00%,0.01%
2860,SURGICAL SCIENCE SWEDEN AB,16 ,0.00%,0.16%
2861,SHIN NIPPON BIOMEDICAL LABOR,16 ,0.00%,0.18%
2862,KIMBALL INTERNATIONAL B,16 ,0.00%,0.54%
2863,TT ELECTRONICS PLC,16 ,0.00%,0.35%
2864,EXTREME NETWORKS INC,16 ,0.00%,0.05%
2865,HAYS PLC,16 ,0.00%,0.06%
2866,GS YUASA CORP,16 ,0.00%,0.10%
2867,BANK JAGO TBK PT,16 ,0.00%,0.04%
2868,BROOKFIELD RENEWABLE COR A,16 ,0.00%,0.03%
2869,HENGLI PETROCHEMICAL CO L A,16 ,0.00%,0.01%
2870,PENUMBRA INC,16 ,0.00%,0.02%
2871,CENTURY COMMUNITIES INC,16 ,0.00%,0.08%
2872,GALENICA AG,16 ,0.00%,0.03%
2873,TERNA ENERGY SA,16 ,0.00%,0.05%
2874,BANK OF BEIJING CO LTD  A,16 ,0.00%,0.01%
2875,GF SECURITIES CO LTD A,16 ,0.00%,0.01%
2876,CHINA MERCHANTS SHEKOU IND A,16 ,0.00%,0.01%
2877,KRUNG THAI BANK PUB CO FOREI,16 ,0.00%,0.02%
2878,MINERAL RESOURCES LTD,16 ,0.00%,0.01%
2879,XPO INC,16 ,0.00%,0.03%
2880,HAP SENG CONSOLIDATED,16 ,0.00%,0.03%
2881,EMAAR ECONOMIC CITY,16 ,0.00%,0.05%
2882,COHEN + STEERS INC,16 ,0.00%,0.04%
2883,CENTRAL RETAIL CORP PCL NVDR,16 ,0.00%,0.02%
2884,NEWMARK GROUP INC CLASS A,16 ,0.00%,0.10%
2885,TOAST INC CLASS A,16 ,0.00%,0.02%
2886,PERSOL HOLDINGS CO LTD,16 ,0.00%,0.02%
2887,MOBILE WORLD INVESTMENT CORP,16 ,0.00%,0.05%
2888,CRITEO SA SPON ADR,16 ,0.00%,0.08%
2889,ZHEJIANG HUAYOU COBALT CO  A,16 ,0.00%,0.01%
2890,WILL SEMICONDUCTOR CO LTD A,16 ,0.00%,0.01%
2891,HIROGIN HOLDINGS INC,16 ,0.00%,0.08%
2892,BANK OF GEORGIA GROUP PLC,16 ,0.00%,0.08%
2893,CAPCOM CO LTD,16 ,0.00%,0.01%
2894,DANIELI + CO RSP,16 ,0.00%,0.20%
2895,SANDY SPRING BANCORP INC,16 ,0.00%,0.08%
2896,BREAD FINANCIAL HOLDINGS INC,16 ,0.00%,0.07%
2897,OFFSHORE OIL ENGINEERING A,16 ,0.00%,0.03%
2898,GF SECURITIES CO LTD A,16 ,0.00%,0.01%
2899,MTR CORP,16 ,0.00%,0.00%
2900,KONECRANES OYJ,16 ,0.00%,0.05%
2901,TOHO HOLDINGS CO LTD,16 ,0.00%,0.09%
2902,HANGZHOU FIRST APPLIED MAT A,16 ,0.00%,0.01%
2903,CHINA GALAXY SECURITIES CO A,16 ,0.00%,0.01%
2904,IWG PLC,16 ,0.00%,0.06%
2905,HARMONY BIOSCIENCES HOLDINGS,16 ,0.00%,0.04%
2906,WACOAL HOLDINGS CORP,15 ,0.00%,0.11%
2907,SANWAYUKA INDUSTRY CORP,15 ,0.00%,0.85%
2908,ENCORE WIRE CORP,15 ,0.00%,0.05%
2909,CHINA RESOURCES PHARMACEUTIC,15 ,0.00%,0.02%
2910,VERRA MOBILITY CORP,15 ,0.00%,0.06%
2911,SUMITOMO HEAVY INDUSTRIES,15 ,0.00%,0.05%
2912,SHENZHEN SC NEW ENERGY TEC A,15 ,0.00%,0.02%
2913,MACNICA HOLDINGS INC,15 ,0.00%,0.08%
2914,MINEBEA MITSUMI INC,15 ,0.00%,0.02%
2915,SPRING AIRLINES CO LTD A,15 ,0.00%,0.01%
2916,BABCOCK INTL GROUP PLC,15 ,0.00%,0.07%
2917,KRUNG THAI BANK   NVDR,15 ,0.00%,0.02%
2918,TBEA CO LTD A,15 ,0.00%,0.01%
2919,INNER MONGOLIA BAOTOU STE A,15 ,0.00%,0.01%
2920,BIFFA PLC,15 ,0.00%,0.08%
2921,VECTOR INC,15 ,0.00%,0.25%
2922,HONG LEONG FINANCIAL GROUP,15 ,0.00%,0.02%
2923,CHARTER HALL GROUP,15 ,0.00%,0.03%
2924,HIRAKAWA HEWTECH CORP,15 ,0.00%,0.80%
2925,BANK OF SHANGHAI CO LTD A,15 ,0.00%,0.01%
2926,XPONENTIAL FITNESS INC A,15 ,0.00%,0.19%
2927,OSB GROUP PLC,15 ,0.00%,0.05%
2928,COMMERCIAL METALS CO,15 ,0.00%,0.02%
2929,HAITONG SECURITIES CO LTD A,15 ,0.00%,0.01%
2930,TOYOTA TSUSHO CORP,15 ,0.00%,0.01%
2931,LIVZON PHARMACEUTICAL GROU A,15 ,0.00%,0.04%
2932,BANCA TRANSILVANIA SA,15 ,0.00%,0.04%
2933,MPC CONTAINER SHIPS AS,15 ,0.00%,0.16%
2934,BJ S RESTAURANTS INC,15 ,0.00%,0.19%
2935,ENN NATURAL GAS CO LTD A,15 ,0.00%,0.02%
2936,HUNDSUN TECHNOLOGIES INC A,15 ,0.00%,0.01%
2937,SKAN GROUP AG,15 ,0.00%,0.08%
2938,TEVA PHARMACEUTICAL IND LTD,15 ,0.00%,0.01%
2939,DALI FOODS GROUP CO LTD,15 ,0.00%,0.02%
2940,BAUSCH HEALTH COS INC,15 ,0.00%,0.05%
2941,DAIICHI KIGENSO KAGAKU KOGYO,15 ,0.00%,0.62%
2942,MEDISTIM ASA,15 ,0.00%,0.27%
2943,ONEX CORPORATION,15 ,0.00%,0.03%
2944,BRIXMOR PROPERTY GROUP INC,15 ,0.00%,0.02%
2945,HENAN SHUANGHUI INVESTMENT A,15 ,0.00%,0.01%
2946,FASTIGHETS AB BALDER B SHRS,15 ,0.00%,0.02%
2947,ZHEJIANG HUAYOU COBALT CO  A,15 ,0.00%,0.01%
2948,FAURECIA,15 ,0.00%,0.04%
2949,ASX LTD,15 ,0.00%,0.01%
2950,SP GROUP A/S,15 ,0.00%,0.25%
2951,SHANXI LU AN ENVIRONMENTAL A,15 ,0.00%,0.02%
2952,JAPAN STEEL WORKS LTD,15 ,0.00%,0.08%
2953,UNIVAR SOLUTIONS INC,15 ,0.00%,0.02%
2954,ELECTRICITY GEN PUB CO FOREI,15 ,0.00%,0.04%
2955,STEADFAST GROUP LTD,15 ,0.00%,0.03%
2956,KIKKOMAN CORP,15 ,0.00%,0.01%
2957,CELESTICA INC,15 ,0.00%,0.10%
2958,KORN FERRY,15 ,0.00%,0.04%
2959,AIR CHINA LTD A,15 ,0.00%,0.01%
2960,KUREHA CORP,15 ,0.00%,0.09%
2961,GFL ENVIRONMENTAL INC SUB VT,15 ,0.00%,0.01%
2962,ALLKEM LTD,15 ,0.00%,0.02%
2963,MIZRAHI TEFAHOT BANK LTD,15 ,0.00%,0.01%
2964,GLOBAL POWER SYNERGY PCL F,15 ,0.00%,0.02%
2965,KANEMATSU ELECTRONICS LTD,15 ,0.00%,0.12%
2966,JIANGSU YOKE TECHNOLOGY A,15 ,0.00%,0.03%
2967,CHINA SOUTHERN AIRLINES CO A,15 ,0.00%,0.01%
2968,APTUS VALUE HOUSING FINANCE,15 ,0.00%,0.06%
2969,BEAZER HOMES USA INC,14 ,0.00%,0.29%
2970,ALPINE INCOME PROPERTY TRUST,14 ,0.00%,0.50%
2971,MCJ CO LTD,14 ,0.00%,0.16%
2972,TONGWEI CO LTD A,14 ,0.00%,0.00%
2973,TIS INC,14 ,0.00%,0.02%
2974,SUNTORY BEVERAGE + FOOD LTD,14 ,0.00%,0.01%
2975,ALLISON TRANSMISSION HOLDING,14 ,0.00%,0.03%
2976,KYORIN HOLDINGS INC,14 ,0.00%,0.13%
2977,SEEK LTD,14 ,0.00%,0.02%
2978,ARDMORE SHIPPING CORP,14 ,0.00%,0.21%
2979,NIHON NOHYAKU CO LTD,14 ,0.00%,0.25%
2980,TOKYO KIRABOSHI FINANCIAL GR,14 ,0.00%,0.18%
2981,HUADONG MEDICINE CO LTD A,14 ,0.00%,0.01%
2982,CAREL INDUSTRIES SPA,14 ,0.00%,0.04%
2983,KINSALE CAPITAL GROUP INC,14 ,0.00%,0.02%
2984,OZON HOLDINGS PLC   ADR,14 ,0.00%,0.03%
2985,SCOR SE,14 ,0.00%,0.03%
2986,BTS GROUP HOLDINGS PCL NVDR,14 ,0.00%,0.03%
2987,BERLI JUCKER PUB CO FORGN,14 ,0.00%,0.03%
2988,ASSET WORLD CORP PCL FOREIGN,14 ,0.00%,0.02%
2989,KLOECKNER + CO SE,14 ,0.00%,0.11%
2990,UNITED THERAPEUTICS CORP,14 ,0.00%,0.01%
2991,PLYMOUTH INDUSTRIAL REIT INC,14 ,0.00%,0.13%
2992,MEDIOBANCA SPA,14 ,0.00%,0.01%
2993,SHANDONG HUALU HENGSHENG A,14 ,0.00%,0.01%
2994,SOMFY SA,14 ,0.00%,0.02%
2995,COMET HOLDING AG REG,14 ,0.00%,0.07%
2996,JAPAN LIFELINE CO LTD,14 ,0.00%,0.19%
2997,WAREHOUSES DE PAUW SCA,14 ,0.00%,0.02%
2998,NINGXIA BAOFENG ENERGY GRO A,14 ,0.00%,0.01%
2999,YANKUANG ENERGY GROUP CO A,14 ,0.00%,0.01%
3000,INTERROLL HOLDING AG REG,14 ,0.00%,0.05%
3001,TAG IMMOBILIEN AG,14 ,0.00%,0.10%
3002,VIVENDI,14 ,0.00%,0.01%
3003,TRUEBLUE INC,14 ,0.00%,0.17%
3004,OPTORUN CO LTD,14 ,0.00%,0.14%
3005,MOMENTIVE GLOBAL INC,14 ,0.00%,0.10%
3006,NIKKON HOLDINGS CO LTD,14 ,0.00%,0.09%
3007,THAI UNION GROUP PCL F,14 ,0.00%,0.05%
3008,TSINGTAO BREWERY CO LTD A,14 ,0.00%,0.01%
3009,VOESTALPINE AG,14 ,0.00%,0.02%
3010,ALTRA INDUSTRIAL MOTION CORP,14 ,0.00%,0.03%
3011,HUALI INDUSTRIAL GROUP CO  A,14 ,0.00%,0.01%
3012,GEA GROUP AG,14 ,0.00%,0.01%
3013,MASTERBRAND INC,14 ,0.00%,0.11%
3014,AIR WATER INC,14 ,0.00%,0.04%
3015,UNIPHAR PLC,14 ,0.00%,0.12%
3016,WASHINGTON TRUST BANCORP,14 ,0.00%,0.13%
3017,SUZUKEN CO LTD,14 ,0.00%,0.04%
3018,EMS CHEMIE HOLDING AG REG,14 ,0.00%,0.01%
3019,CMOC GROUP LTD A,13 ,0.00%,0.01%
3020,AAK AB,13 ,0.00%,0.02%
3021,SIEMENS ENERGY AG,13 ,0.00%,0.01%
3022,YTO EXPRESS GROUP CO LTD A,13 ,0.00%,0.01%
3023,SWISS PRIME SITE REG,13 ,0.00%,0.02%
3024,KRUNGTHAI CARD PCL NVDR,13 ,0.00%,0.02%
3025,BANK OF HANGZHOU CO LTD A,13 ,0.00%,0.01%
3026,TIPTREE INC,13 ,0.00%,0.21%
3027,TEIJIN LTD,13 ,0.00%,0.05%
3028,IMCD NV,13 ,0.00%,0.01%
3029,TOROMONT INDUSTRIES LTD,13 ,0.00%,0.02%
3030,KAWASAKI HEAVY INDUSTRIES,13 ,0.00%,0.03%
3031,FOXCONN INDUSTRIAL INTERNE A,13 ,0.00%,0.00%
3032,RAIFFEISEN BANK INTERNATIONA,13 ,0.00%,0.02%
3033,ZHEJIANG JINGSHENG MECHANI A,13 ,0.00%,0.01%
3034,SHANGHAI PUTAILAI NEW ENER A,13 ,0.00%,0.01%
3035,CHANGCHUN HIGH + NEW TECH A,13 ,0.00%,0.01%
3036,CYBERARK SOFTWARE LTD/ISRAEL,13 ,0.00%,0.02%
3037,NINESTAR CORP A,13 ,0.00%,0.01%
3038,TOC CO LTD,13 ,0.00%,0.21%
3039,NCAB GROUP AB,13 ,0.00%,0.09%
3040,JAPAN AIRLINES CO LTD,13 ,0.00%,0.01%
3041,WEATHERFORD INTERNATIONAL PL,13 ,0.00%,0.03%
3042,VTB BANK PJSC,13 ,0.00%,0.47%
3043,PHARMARON BEIJING CO LTD A,13 ,0.00%,0.01%
3044,NORTHEAST BANK,13 ,0.00%,0.33%
3045,INMODE LTD,13 ,0.00%,0.03%
3046,NITORI HOLDINGS CO LTD,13 ,0.00%,0.01%
3047,INDUTRADE AB,13 ,0.00%,0.01%
3048,SHANGHAI FOSUN PHARMACEUTI A,13 ,0.00%,0.01%
3049,DIPLOMA PLC,13 ,0.00%,0.02%
3050,SUZHOU MAXWELL TECHNOLOGIE A,13 ,0.00%,0.01%
3051,SHANDONG GOLD MINING CO LT A,13 ,0.00%,0.01%
3052,CONCORDIA FINANCIAL GROUP LT,13 ,0.00%,0.02%
3053,MONTAGE TECHNOLOGY CO LTD A,13 ,0.00%,0.01%
3054,RECORDATI INDUSTRIA CHIMICA,13 ,0.00%,0.01%
3055,NITTO DENKO CORP,13 ,0.00%,0.01%
3056,IFLYTEK CO LTD   A,13 ,0.00%,0.01%
3057,TELENET GROUP HOLDING NV,13 ,0.00%,0.06%
3058,FOSHAN HAITIAN FLAVOURING  A,13 ,0.00%,0.00%
3059,DIGI INTERNATIONAL INC,13 ,0.00%,0.08%
3060,ACCIONA SA,13 ,0.00%,0.01%
3061,TAKE AND GIVE NEEDS CO LTD,13 ,0.00%,0.71%
3062,LIBERTY ENERGY INC,13 ,0.00%,0.03%
3063,EAGLE MATERIALS INC,13 ,0.00%,0.02%
3064,DISCOVERIE GROUP PLC,13 ,0.00%,0.12%
3065,GREAT WALL MOTOR CO LTD A,13 ,0.00%,0.00%
3066,PHOENIX GROUP HOLDINGS PLC,13 ,0.00%,0.01%
3067,JMT NETWORK SERVICES FOREIGN,13 ,0.00%,0.03%
3068,RATCH GROUP PCL NVDR,13 ,0.00%,0.04%
3069,CHEWY INC   CLASS A,13 ,0.00%,0.02%
3070,SG MICRO CORP A,13 ,0.00%,0.01%
3071,GINLONG TECHNOLOGIES CO LT A,13 ,0.00%,0.01%
3072,BE SEMICONDUCTOR INDUSTRIES,13 ,0.00%,0.02%
3073,BANCA MEDIOLANUM SPA,13 ,0.00%,0.02%
3074,CHIBA BANK LTD/THE,13 ,0.00%,0.02%
3075,HUATAI SECURITIES CO LTD A,13 ,0.00%,0.01%
3076,HAMAMATSU PHOTONICS KK,13 ,0.00%,0.01%
3077,NUMIS CORPORATION PLC,12 ,0.00%,0.39%
3078,DAITO PHARMACEUTICAL CO LTD,12 ,0.00%,0.36%
3079,SHANGHAI LUJIAZUI FIN+TRAD B,12 ,0.00%,0.11%
3080,JAPAN POST BANK CO LTD,12 ,0.00%,0.00%
3081,HISCOX LTD,12 ,0.00%,0.02%
3082,AMS OSRAM AG,12 ,0.00%,0.05%
3083,T+D HOLDINGS INC,12 ,0.00%,0.01%
3084,KERRY PROPERTIES LTD,12 ,0.00%,0.03%
3085,POSHMARK INC CLASS A,12 ,0.00%,0.10%
3086,INTERNATIONAL DISTRIBUTIONS,12 ,0.00%,0.04%
3087,QUIPT HOME MEDICAL CORP,12 ,0.00%,0.57%
3088,EXOR NV,12 ,0.00%,0.01%
3089,MARKS + SPENCER GROUP PLC,12 ,0.00%,0.03%
3090,SHENZHEN OVERSEAS CHINESE A,12 ,0.00%,0.02%
3091,BAYERISCHE MOTOREN WERKE PRF,12 ,0.00%,0.02%
3092,WEICHAI POWER CO LTD A,12 ,0.00%,0.01%
3093,SINO LAND CO,12 ,0.00%,0.01%
3094,SERVICE CORP INTERNATIONAL,12 ,0.00%,0.01%
3095,WINGTECH TECHNOLOGY CO LTD A,12 ,0.00%,0.01%
3096,SHIMAO GROUP HOLDINGS LTD,12 ,0.00%,0.04%
3097,SALIK CO PJSC,12 ,0.00%,0.02%
3098,KAINOS GROUP PLC,12 ,0.00%,0.04%
3099,SOLASTO CORP,12 ,0.00%,0.18%
3100,GUANGZHOU KINGMED DIAGNOST A,12 ,0.00%,0.02%
3101,SESA SPA,12 ,0.00%,0.05%
3102,PETS AT HOME GROUP PLC,12 ,0.00%,0.06%
3103,CAPITAL CITY BANK GROUP INC,12 ,0.00%,0.17%
3104,GIGADEVICE SEMICONDUCTO CL A,12 ,0.00%,0.01%
3105,ACCELLERON INDUSTRIES AG,12 ,0.00%,0.05%
3106,STARTS CORP INC,12 ,0.00%,0.09%
3107,GD POWER DEVELOPMENT CO  A,12 ,0.00%,0.01%
3108,PSP SWISS PROPERTY AG REG,12 ,0.00%,0.02%
3109,TRINA SOLAR CO LTD A,12 ,0.00%,0.00%
3110,NMI HOLDINGS INC CLASS A,12 ,0.00%,0.05%
3111,JIANGSU KING S LUCK BREWER A,12 ,0.00%,0.01%
3112,ARCH RESOURCES INC,12 ,0.00%,0.04%
3113,WIZZ AIR HOLDINGS PLC,12 ,0.00%,0.04%
3114,HUAXIA BANK CO LTD A,12 ,0.00%,0.01%
3115,COSCO SHIPPING ENERGY TRAN A,12 ,0.00%,0.02%
3116,DONGFANG ELECTRIC CORP LTD A,12 ,0.00%,0.01%
3117,SCG PACKAGING PCL NVDR,12 ,0.00%,0.01%
3118,GRIFOLS SA   B,12 ,0.00%,0.04%
3119,CHINA MERCHANTS ENERGY  A,12 ,0.00%,0.01%
3120,BTG HOTELS GROUP CO LTD A,12 ,0.00%,0.02%
3121,KRUNGTHAI CARD PCL FOREIGN,12 ,0.00%,0.02%
3122,HEFEI MEIYA OPTOELECTRONIC A,12 ,0.00%,0.03%
3123,DISH NETWORK CORP A,12 ,0.00%,0.02%
3124,ASSOCIATED BRITISH FOODS PLC,12 ,0.00%,0.01%
3125,SRISAWAD CORP PCL NVDR,12 ,0.00%,0.05%
3126,GUANGHUI ENERGY CO LTD A,12 ,0.00%,0.01%
3127,LINK AND MOTIVATION INC,12 ,0.00%,0.17%
3128,LIBERTY MEDIA COR SIRIUSXM A,12 ,0.00%,0.02%
3129,HUANENG POWER INTL INC A,12 ,0.00%,0.01%
3130,ADVANCED MICRO FABRICATION A,12 ,0.00%,0.01%
3131,SHIZUOKA FINANCIAL GROUP INC,12 ,0.00%,0.02%
3132,XINJIANG GOLDWIND SCI+TEC H,12 ,0.00%,0.13%
3133,CONCENTRIC AB,12 ,0.00%,0.13%
3134,ORIENT SECURITIES CO LTD A,12 ,0.00%,0.01%
3135,ALSO HOLDING AG REG,12 ,0.00%,0.04%
3136,HENKEL AG + CO KGAA,12 ,0.00%,0.01%
3137,NISSAN TOKYO SALES HOLDINGS,12 ,0.00%,0.61%
3138,MAXSCEND MICROELECTRONICS  A,11 ,0.00%,0.01%
3139,UT GROUP CO LTD,11 ,0.00%,0.13%
3140,STOLT NIELSEN LTD,11 ,0.00%,0.06%
3141,WALVAX BIOTECHNOLOGY CO A,11 ,0.00%,0.01%
3142,COFACE SA,11 ,0.00%,0.05%
3143,GUOSEN SECURITIES CO LTD A,11 ,0.00%,0.01%
3144,SHANGHAI BAOSIGHT SOFTWARE A,11 ,0.00%,0.01%
3145,RAPID7 INC,11 ,0.00%,0.04%
3146,CHINA ENERGY ENGINEERING C A,11 ,0.00%,0.01%
3147,CHINA JUSHI CO LTD  A,11 ,0.00%,0.01%
3148,BANQUE CANTONALE VAUDOIS REG,11 ,0.00%,0.01%
3149,NINGBO DEYE TECHNOLOGY CO  A,11 ,0.00%,0.01%
3150,CAPITAL BANCORP INC/MD,11 ,0.00%,0.27%
3151,SDIPTECH AB   B,11 ,0.00%,0.11%
3152,ELEMENT FLEET MANAGEMENT COR,11 ,0.00%,0.02%
3153,TOYO SUISAN KAISHA LTD,11 ,0.00%,0.02%
3154,BEIJING TONGRENTANG CO A,11 ,0.00%,0.01%
3155,YIHAI KERRY ARAWANA HOLDIN A,11 ,0.00%,0.00%
3156,TREASURY WINE ESTATES LTD,11 ,0.00%,0.01%
3157,GENOVIS AB,11 ,0.00%,0.31%
3158,37 INTERACTIVE ENTERTAINME A,11 ,0.00%,0.02%
3159,ATKORE INC,11 ,0.00%,0.02%
3160,GRAND CANYON EDUCATION INC,11 ,0.00%,0.03%
3161,ZANGGE MINING CO LTD A,11 ,0.00%,0.01%
3162,STROEER SE + CO KGAA,11 ,0.00%,0.03%
3163,ZHEJIANG CHINT ELECTRICS A,11 ,0.00%,0.01%
3164,SIGHT SCIENCES INC,11 ,0.00%,0.15%
3165,BYLINE BANCORP INC,11 ,0.00%,0.10%
3166,KEPPEL CORP LTD,11 ,0.00%,0.01%
3167,NINGBO TUOPU GROUP CO LTD A,11 ,0.00%,0.01%
3168,GRAND CITY PROPERTIES,11 ,0.00%,0.05%
3169,TITAN MACHINERY INC,11 ,0.00%,0.10%
3170,GOERTEK INC  A,11 ,0.00%,0.01%
3171,METALLURGICAL CORP OF CHIN A,11 ,0.00%,0.01%
3172,AOYAMA TRADING CO LTD,11 ,0.00%,0.25%
3173,THERMON GROUP HOLDINGS INC,11 ,0.00%,0.13%
3174,BOYD GROUP SERVICES INC,11 ,0.00%,0.03%
3175,JIANGSU HENGSHUN VINEGAR I A,11 ,0.00%,0.05%
3176,TIAN DI SCIENCE + TECHNOLO A,11 ,0.00%,0.03%
3177,CHINA ZHENHUA GROUP SCIENC A,11 ,0.00%,0.01%
3178,SHIBAURA MACHINE CO LTD,11 ,0.00%,0.16%
3179,MEDACTA GROUP SA,11 ,0.00%,0.04%
3180,NORTH PACIFIC BANK LTD,11 ,0.00%,0.11%
3181,B LOT CO LTD,11 ,0.00%,1.05%
3182,OZ MINERALS LTD,11 ,0.00%,0.01%
3183,ANHUI HUAHENG BIOTECHNOLOG A,11 ,0.00%,0.04%
3184,INTERACTIVE BROKERS GRO CL A,11 ,0.00%,0.01%
3185,RADIANT LOGISTICS INC,11 ,0.00%,0.35%
3186,BOA VISTA SERVICOS SA,11 ,0.00%,0.12%
3187,IRADIMED CORP,11 ,0.00%,0.24%
3188,BUKIT ASAM TBK PT,11 ,0.00%,0.03%
3189,USEN NEXT HOLDINGS CO LTD,11 ,0.00%,0.09%
3190,MING YANG SMART ENERGY GRO A,11 ,0.00%,0.01%
3191,PRAIRIESKY ROYALTY LTD,11 ,0.00%,0.02%
3192,COMMSCOPE HOLDING CO INC,11 ,0.00%,0.06%
3193,COLRUYT SA,11 ,0.00%,0.03%
3194,MODEC INC,11 ,0.00%,0.15%
3195,OISIX RA DAICHI INC,11 ,0.00%,0.13%
3196,INTERFOR CORP,11 ,0.00%,0.11%
3197,HIBIYA ENGINEERING LTD,11 ,0.00%,0.24%
3198,TECHNIP ENERGIES ADR   SPON,11 ,0.00%,0.03%
3199,SICHUAN ROAD+BRIDGE GROUP A,11 ,0.00%,0.01%
3200,HUBEI BIOCAUSE PHARMACEUTI A,11 ,0.00%,0.04%
3201,WEST AFRICAN RESOURCES LTD,11 ,0.00%,0.10%
3202,RATCH GROUP PCL FOREIGN,11 ,0.00%,0.03%
3203,LEM HOLDING SA REG,11 ,0.00%,0.04%
3204,DESCARTES SYSTEMS GRP/THE,11 ,0.00%,0.01%
3205,CHINA CONSTRUCTION BANK A,11 ,0.00%,0.01%
3206,DIGITAL VALUE SPA,11 ,0.00%,0.12%
3207,UMICORE,11 ,0.00%,0.01%
3208,ECOPETROL SA SPONSORED ADR,11 ,0.00%,0.00%
3209,OZON HOLDINGS PLC   ADR,11 ,0.00%,0.03%
3210,CHINA RESOURCES MICROELECT A,11 ,0.00%,0.01%
3211,WILLSCOT MOBILE MINI HOLDING,11 ,0.00%,0.01%
3212,GUANGZHOU AUTOMOBILE GROUP A,11 ,0.00%,0.01%
